0.50,2,81.25,93.75
0.75,2,81.25,93.75
1.00,2,81.25,93.75
0.50,3,87.5,100
0.75,3,81.25,100
1.00,3,75,100
0.50,4,75,100
0.75,4,75,100
1.00,4,68.75,100
0.50,5,68.75,100
0.75,5,68.75,100
1.00,5,68.75,100
0.50,6,68.75,100
0.75,6,68.75,100
1.00,6,68.75,100
0.50,7,75,100
0.75,7,75,100
1.00,7,68.75,100
0.50,8,81.25,100
0.75,8,81.25,100
1.00,8,68.75,100
0.50,9,81.25,100
0.75,9,81.25,100
1.00,9,81.25,100
0.5,10,81.25,100
0.75,10,81.25,100
1.00,10,81.25,100
